codimuni,codicomarca,provincia,comarca,partitjudicial,municipi,poblacio,homes,dones,greus,moltgreus,siadmuni,siadsnombre,siadstitularitat,tasadenuncia,estimaciodenuncies,tasaateses,estimacioateses,tasaatesesvm
172116,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Verges,1189,582,502,31,12,No,1,el Consell Comarcal,10.76,3,4.15,1,36.6
172044,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Ullà,1139,625,410,25,9,No,1,el Consell Comarcal,10.76,3,4.15,1,36.6
172095,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Vall-llobrega,912,454,362,22,8,No,1,el Consell Comarcal,10.76,2,4.15,1,36.6
170046,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Albons,765,396,304,19,7,No,1,el Consell Comarcal,10.76,2,4.15,1,36.6
170182,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Bellcaire d'Empordà,671,328,287,18,7,No,1,el Consell Comarcal,10.76,2,4.15,1,36.6
171959,10,Girona,Baix Empordà,la Bisbal de l'Empordà,la Tallada d'Empordà,459,234,190,12,4,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
171306,10,Girona,Baix Empordà,la Bisbal de l'Empordà,la Pera,447,216,199,12,5,No,1,el Consell Comarcal,10.76,1,4.15,1,36.6
171267,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Parlavà,394,200,167,10,4,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
170813,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Gualta,392,220,146,9,3,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
170852,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Jafre,390,206,164,10,4,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
170681,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Foixà,305,159,133,8,3,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
171215,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Palau-sator,295,160,112,7,3,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
172057,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Ullastret,286,141,115,7,3,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
171447,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Regencós,276,142,115,7,3,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
171539,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Rupià,269,135,110,7,3,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
172039,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Ultramort,214,117,83,5,2,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
171910,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Serra de Daró,210,117,77,5,2,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
172327,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Vilopriu,205,109,80,5,2,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
170558,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Colomers,176,88,80,5,2,No,1,el Consell Comarcal,10.76,1,4.15,0,36.6
170767,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Garrigoles,175,94,67,4,2,No,1,el Consell Comarcal,10.76,0,4.15,0,36.6
171978,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Torrent,165,90,63,4,1,No,1,el Consell Comarcal,10.76,0,4.15,0,36.6
170708,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Fontanilles,138,76,59,4,1,No,1,el Consell Comarcal,10.76,0,4.15,0,36.6
81691,11,Barcelona,Baix Llobregat,el Prat de Llobregat,el Prat de Llobregat,64132,31413,27812,1697,640,el Prat de Llobregat,1,l'Ajuntament,10.55,179,7.5,127,33.3
172207,24,Girona,Osona,Santa Coloma de Farners,Viladrau,1026,505,439,27,10,No,1,el Consell Comarcal,10.4,3,7.36,2,48.1
170638,24,Girona,Osona,Santa Coloma de Farners,Espinelves,206,106,85,5,2,No,1,el Consell Comarcal,10.4,1,7.36,0,48.1
171805,34,Girona,Selva,Santa Coloma de Farners,Santa Coloma de Farners,12894,6490,5269,321,121,Santa Coloma de Farners,1,el Consell Comarcal,10.4,33,6.28,20,47.5
172137,34,Girona,Selva,Santa Coloma de Farners,Vidreres,7740,3995,3146,192,72,No,1,el Consell Comarcal,10.4,20,6.28,12,47.5
170335,34,Girona,Selva,Santa Coloma de Farners,Caldes de Malavella,7458,3716,3103,189,71,No,1,el Consell Comarcal,10.4,20,6.28,12,47.5
171030,34,Girona,Selva,Santa Coloma de Farners,Maçanet de la Selva,6919,3561,2791,170,64,No,1,el Consell Comarcal,10.4,18,6.28,11,47.5
170097,34,Girona,Selva,Santa Coloma de Farners,Arbúcies,6515,3378,2571,157,59,Arbúcies,1,l'Ajuntament,10.4,16,6.28,10,47.5
171931,34,Girona,Selva,Santa Coloma de Farners,Sils,5969,3023,2454,150,56,No,1,el Consell Comarcal,10.4,16,6.28,9,47.5
171642,34,Girona,Selva,Santa Coloma de Farners,Sant Hilari Sacalm,5591,2818,2334,142,54,No,1,el Consell Comarcal,10.4,15,6.28,9,47.5
170084,34,Girona,Selva,Santa Coloma de Farners,Anglès,5519,2735,2310,141,53,No,1,el Consell Comarcal,10.4,15,6.28,9,47.5
170834,34,Girona,Selva,Santa Coloma de Farners,Hostalric,4139,2096,1717,105,39,No,1,el Consell Comarcal,10.4,11,6.28,7,47.5
171463,34,Girona,Selva,Santa Coloma de Farners,Riells i Viabrea,4002,2060,1655,101,38,No,1,el Consell Comarcal,10.4,10,6.28,6,47.5
170274,34,Girona,Selva,Santa Coloma de Farners,Breda,3733,1855,1609,98,37,No,1,el Consell Comarcal,10.4,10,6.28,6,47.5
172333,34,Girona,Selva,Santa Coloma de Farners,Vilobí d'Onyar,3196,1660,1269,77,29,No,1,el Consell Comarcal,10.4,8,6.28,5,47.5
170078,34,Girona,Selva,Santa Coloma de Farners,Amer,2256,1106,997,61,23,No,1,el Consell Comarcal,10.4,6,6.28,4,47.5
171485,34,Girona,Selva,Santa Coloma de Farners,Riudarenes,2181,1125,880,54,20,No,1,el Consell Comarcal,10.4,6,6.28,3,47.5
171501,34,Girona,Selva,Santa Coloma de Farners,Riudellots de la Selva,2059,1053,851,52,20,No,1,el Consell Comarcal,10.4,5,6.28,3,47.5
171899,34,Girona,Selva,Santa Coloma de Farners,la Cellera de Ter,1976,981,843,51,19,No,1,el Consell Comarcal,10.4,5,6.28,3,47.5
179032,34,Girona,Selva,Santa Coloma de Farners,Sant Julià del Llor i Bonmatí,1275,656,509,31,12,No,1,el Consell Comarcal,10.4,3,6.28,2,47.5
171595,34,Girona,Selva,Santa Coloma de Farners,Sant Feliu de Buixalleu,804,419,329,20,8,No,1,el Consell Comarcal,10.4,2,6.28,1,47.5
171019,34,Girona,Selva,Santa Coloma de Farners,Massanes,730,394,271,17,6,No,1,el Consell Comarcal,10.4,2,6.28,1,47.5
171169,34,Girona,Selva,Santa Coloma de Farners,Osor,416,217,177,11,4,No,1,el Consell Comarcal,10.4,1,6.28,1,47.5
170280,34,Girona,Selva,Santa Coloma de Farners,Brunyola,369,185,155,9,4,No,1,el Consell Comarcal,10.4,1,6.28,1,47.5
171946,34,Girona,Selva,Santa Coloma de Farners,Susqueda,97,56,35,2,1,No,1,el Consell Comarcal,10.4,0,6.28,0,47.5
81141,11,Barcelona,Baix Llobregat,Martorell,Martorell,27850,14179,11263,687,259,Martorell,1,l'Ajuntament,10.37,71,7.5,52,33.3
81960,11,Barcelona,Baix Llobregat,Martorell,Sant Andreu de la Barca,27332,13552,11195,683,257,Sant Andreu de la Barca,1,l'Ajuntament,10.37,71,7.5,51,33.3
81477,11,Barcelona,Baix Llobregat,Martorell,Olesa de Montserrat,23779,11860,9809,598,226,Olesa de Montserrat,1,l'Ajuntament,10.37,62,7.5,45,33.3
80765,11,Barcelona,Baix Llobregat,Martorell,Esparreguera,22045,11153,9130,557,210,Esparreguera,1,l'Ajuntament,10.37,58,7.5,42,33.3
80018,11,Barcelona,Baix Llobregat,Martorell,Abrera,12334,6248,4981,304,115,No,1,el Consell Comarcal,10.37,32,7.5,23,33.3
82080,11,Barcelona,Baix Llobregat,Martorell,Sant Esteve Sesrovires,7800,3920,3251,198,75,No,1,el Consell Comarcal,10.37,21,7.5,15,33.3
80692,11,Barcelona,Baix Llobregat,Martorell,Collbató,4458,2304,1744,106,40,No,1,el Consell Comarcal,10.37,11,7.5,8,33.3
80667,11,Barcelona,Baix Llobregat,Martorell,Castellví de Rosanes,1865,917,783,48,18,No,1,el Consell Comarcal,10.37,5,7.5,4,33.3
81192,6,Barcelona,Anoia,Martorell,Masquefa,8641,4338,3490,213,80,No,1,el Consell Comarcal,10.37,22,1.29,3,12.4
82798,40,Barcelona,Vallès Occidental,Terrassa,Terrassa,218535,107540,92628,5650,2130,Terrassa,2,l'Ajuntament i el Consell Comarcal,10.3,582,5.51,312,35.8
81206,40,Barcelona,Vallès Occidental,Terrassa,Matadepera,9291,4666,3788,231,87,Matadepera,1,l'Ajuntament,10.3,24,5.51,13,35.8
83008,40,Barcelona,Vallès Occidental,Terrassa,Viladecavalls,7480,3707,3177,194,73,No,1,el Consell Comarcal,10.3,20,5.51,11,35.8
82917,40,Barcelona,Vallès Occidental,Terrassa,Vacarisses,6486,3340,2542,155,58,No,1,el Consell Comarcal,10.3,16,5.51,9,35.8
82900,40,Barcelona,Vallès Occidental,Terrassa,Ullastrell,2069,1038,821,50,19,No,1,el Consell Comarcal,10.3,5,5.51,3,35.8
81799,40,Barcelona,Vallès Occidental,Terrassa,Rellinars,747,386,293,18,7,No,1,el Consell Comarcal,10.3,2,5.51,1,35.8
252347,25,Lleida,Pallars Jussà,Tremp,Tremp,5824,2847,2561,156,59,Tremp,2,l'Ajuntament i el Consell Comarcal,10.01,16,8.21,13,36.8
251713,25,Lleida,Pallars Jussà,Tremp,la Pobla de Segur,2939,1448,1299,79,30,No,1,el Consell Comarcal,10.01,8,8.21,7,36.8
251155,25,Lleida,Pallars Jussà,Tremp,Isona i Conca Dellà,1028,546,431,26,10,No,1,el Consell Comarcal,10.01,3,8.21,2,36.8
252271,25,Lleida,Pallars Jussà,Tremp,la Torre de Cabdella,747,379,339,21,8,No,1,el Consell Comarcal,10.01,2,8.21,2,36.8
252154,25,Lleida,Pallars Jussà,Tremp,Talarn,651,456,170,10,4,No,1,el Consell Comarcal,10.01,1,8.21,1,36.8
251615,25,Lleida,Pallars Jussà,Tremp,Conca de Dalt,428,220,184,11,4,No,1,el Consell Comarcal,10.01,1,8.21,1,36.8
251902,25,Lleida,Pallars Jussà,Tremp,Salàs de Pallars,324,174,134,8,3,No,1,el Consell Comarcal,10.01,1,8.21,1,36.8
250984,25,Lleida,Pallars Jussà,Tremp,Gavet de la Conca,274,133,132,8,3,No,1,el Consell Comarcal,10.01,1,8.21,1,36.8
250019,25,Lleida,Pallars Jussà,Tremp,Abella de la Conca,181,99,75,5,2,No,1,el Consell Comarcal,10.01,0,8.21,0,36.8
259046,25,Lleida,Pallars Jussà,Tremp,Castell de Mur,165,91,67,4,2,No,1,el Consell Comarcal,10.01,0,8.21,0,36.8
251288,25,Lleida,Pallars Jussà,Tremp,Llimiana,142,86,54,3,1,No,1,el Consell Comarcal,10.01,0,8.21,0,36.8
252022,25,Lleida,Pallars Jussà,Tremp,Senterada,139,80,52,3,1,No,1,el Consell Comarcal,10.01,0,8.21,0,36.8
251961,25,Lleida,Pallars Jussà,Tremp,Sant Esteve de la Sarga,129,78,47,3,1,No,1,el Consell Comarcal,10.01,0,8.21,0,36.8
252017,25,Lleida,Pallars Jussà,Tremp,Sarroca de Bellera,120,69,46,3,1,No,1,el Consell Comarcal,10.01,0,8.21,0,36.8
251734,5,Lleida,Alta Ribagorça,Tremp,el Pont de Suert,2216,1107,969,59,22,el Pont de Suert,1,el Consell Comarcal,10.01,6,6.1,4,2.6
250432,5,Lleida,Alta Ribagorça,Tremp,la Vall de Boí,1022,546,411,25,9,No,1,el Consell Comarcal,10.01,3,6.1,2,2.6
252458,5,Lleida,Alta Ribagorça,Tremp,Vilaller,536,281,233,14,5,No,1,el Consell Comarcal,10.01,1,6.1,1,2.6
252094,26,Lleida,Pallars Sobirà,Tremp,Sort,2164,1076,930,57,21,Sort,2,l'Ajuntament i el Consell Comarcal,10.01,6,4.45,3,10.4
250864,26,Lleida,Pallars Sobirà,Tremp,Esterri d'Àneu,756,363,345,21,8,No,1,el Consell Comarcal,10.01,2,4.45,1,10.4
251832,26,Lleida,Pallars Sobirà,Tremp,Rialp,663,338,285,17,7,No,1,el Consell Comarcal,10.01,2,4.45,1,10.4
250241,26,Lleida,Pallars Sobirà,Tremp,Alt Àneu,406,228,166,10,4,No,1,el Consell Comarcal,10.01,1,4.45,0,10.4
252081,26,Lleida,Pallars Sobirà,Tremp,Soriguera,399,215,159,10,4,No,1,el Consell Comarcal,10.01,1,4.45,0,10.4
259010,26,Lleida,Pallars Sobirà,Tremp,Vall de Cardós,372,195,147,9,3,No,1,el Consell Comarcal,10.01,1,4.45,0,10.4
250827,26,Lleida,Pallars Sobirà,Tremp,Espot,352,190,143,9,3,No,1,el Consell Comarcal,10.01,1,4.45,0,10.4
251266,26,Lleida,Pallars Sobirà,Tremp,Llavorsí,352,171,159,10,4,No,1,el Consell Comarcal,10.01,1,4.45,0,10.4
250390,26,Lleida,Pallars Sobirà,Tremp,Baix Pallars,330,175,137,8,3,No,1,el Consell Comarcal,10.01,1,4.45,0,10.4
259031,26,Lleida,Pallars Sobirà,Tremp,la Guingueta d'Àneu,298,160,123,8,3,No,1,el Consell Comarcal,10.01,1,4.45,0,10.4
250175,26,Lleida,Pallars Sobirà,Tremp,Alins,290,153,122,7,3,No,1,el Consell Comarcal,10.01,1,4.45,0,10.4
251235,26,Lleida,Pallars Sobirà,Tremp,Lladorre,227,111,100,6,2,No,1,el Consell Comarcal,10.01,1,4.45,0,10.4
252213,26,Lleida,Pallars Sobirà,Tremp,Tírvia,134,66,63,4,1,No,1,el Consell Comarcal,10.01,0,4.45,0,10.4
250899,26,Lleida,Pallars Sobirà,Tremp,Farrera,122,69,43,3,1,No,1,el Consell Comarcal,10.01,0,4.45,0,10.4
250870,26,Lleida,Pallars Sobirà,Tremp,Esterri de Cardós,69,36,27,2,1,No,1,el Consell Comarcal,10.01,0,4.45,0,10.4
80581,3,Barcelona,Alt Penedès,Vilanova i la Geltrú,Castellet i la Gornal,2247,1147,932,57,21,No,1,el Consell Comarcal,9.96,6,10.74,6,75.6
83073,17,Barcelona,Garraf,Vilanova i la Geltrú,Vilanova i la Geltrú,66274,32079,29263,1785,673,Vilanova i la Geltrú,2,l'Ajuntament i el Consell Comarcal,9.96,178,5.1,91,37.5
82310,17,Barcelona,Garraf,Vilanova i la Geltrú,Sant Pere de Ribes,30658,15311,12786,780,294,Sant Pere de Ribes,1,l'Ajuntament,9.96,78,5.1,40,37.5
82704,17,Barcelona,Garraf,Vilanova i la Geltrú,Sitges,28969,14476,12466,760,287,Sitges,1,l'Ajuntament,9.96,76,5.1,39,37.5
80749,17,Barcelona,Garraf,Vilanova i la Geltrú,Cubelles,14992,7554,6217,379,143,No,1,el Consell Comarcal,9.96,38,5.1,19,37.5
80431,17,Barcelona,Garraf,Vilanova i la Geltrú,Canyelles,4481,2310,1800,110,41,No,1,el Consell Comarcal,9.96,11,5.1,6,37.5
81483,17,Barcelona,Garraf,Vilanova i la Geltrú,Olivella,3729,1962,1386,85,32,No,1,el Consell Comarcal,9.96,8,5.1,4,37.5
252430,39,Lleida,Val d'Aran,Vielha e Mijaran,Vielha e Mijaran,5493,2787,2319,141,53,Vielha e Mijaran,1,el Consell Comarcal,9.79,14,0.39,1,1
250254,39,Lleida,Val d'Aran,Vielha e Mijaran,Naut Aran,1790,928,739,45,17,No,1,el Consell Comarcal,9.79,4,0.39,0,1
250595,39,Lleida,Val d'Aran,Vielha e Mijaran,Bossòst,1110,544,493,30,11,No,1,el Consell Comarcal,9.79,3,0.39,0,1
251214,39,Lleida,Val d'Aran,Vielha e Mijaran,Les,954,480,390,24,9,No,1,el Consell Comarcal,9.79,2,0.39,0,1
250576,39,Lleida,Val d'Aran,Vielha e Mijaran,es Bòrdes,266,145,104,6,2,No,1,el Consell Comarcal,9.79,1,0.39,0,1
252477,39,Lleida,Val d'Aran,Vielha e Mijaran,Vilamòs,159,90,63,4,1,No,1,el Consell Comarcal,9.79,0,0.39,0,1
250637,39,Lleida,Val d'Aran,Vielha e Mijaran,Canejan,84,48,32,2,1,No,1,el Consell Comarcal,9.79,0,0.39,0,1
250450,39,Lleida,Val d'Aran,Vielha e Mijaran,Bausen,64,34,28,2,1,No,1,el Consell Comarcal,9.79,0,0.39,0,1
250313,39,Lleida,Val d'Aran,Vielha e Mijaran,Arres,63,40,20,1,0,No,1,el Consell Comarcal,9.79,0,0.39,0,1
82114,11,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,Sant Feliu de Llobregat,44474,21536,19400,1183,446,Sant Feliu de Llobregat,2,l'Ajuntament i el Consell Comarcal,9.74,115,7.5,89,33.3
82172,11,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,Sant Joan Despí,34084,16569,14696,896,338,Sant Joan Despí,1,l'Ajuntament,9.74,87,7.5,67,33.3
82634,11,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,Sant Vicenç dels Horts,27901,13846,11861,724,273,Sant Vicenç dels Horts,1,l'Ajuntament,9.74,70,7.5,54,33.3
81234,11,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,Molins de Rei,25687,12499,10987,670,253,Molins de Rei,1,l'Ajuntament,9.74,65,7.5,50,33.3
82956,11,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,Vallirana,14877,7441,6131,374,141,No,1,el Consell Comarcal,9.74,36,7.5,28,33.3
80728,11,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,Corbera de Llobregat,14643,7357,6064,370,139,Corbera de Llobregat,1,l'Ajuntament,9.74,36,7.5,28,33.3
81574,11,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,Pallejà,11486,5725,4761,290,110,No,1,el Consell Comarcal,9.74,28,7.5,22,33.3
80689,11,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,Cervelló,8970,4495,3743,228,86,Cervelló,1,l'Ajuntament,9.74,22,7.5,17,33.3
81580,11,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,el Papiol,4103,2031,1711,104,39,No,1,el Consell Comarcal,9.74,10,7.5,8,33.3
89058,11,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,la Palma de Cervelló,2982,1458,1298,79,30,No,1,el Consell Comarcal,9.74,8,7.5,6,33.3
171411,15,Girona,Cerdanya,Puigcerdà,Puigcerdà,8981,4475,3834,234,88,Puigcerdà,1,el Consell Comarcal,9.65,23,1.97,5,19.6
170062,15,Girona,Cerdanya,Puigcerdà,Alp,1559,809,649,40,15,No,1,el Consell Comarcal,9.65,4,1.97,1,19.6
170947,15,Girona,Cerdanya,Puigcerdà,Llívia,1428,764,575,35,13,No,1,el Consell Comarcal,9.65,3,1.97,1,19.6
170828,15,Girona,Cerdanya,Puigcerdà,Guils de Cerdanya,529,278,214,13,5,No,1,el Consell Comarcal,9.65,1,1.97,0,19.6
170694,15,Girona,Cerdanya,Puigcerdà,Fontanals de Cerdanya,455,231,199,12,5,No,1,el Consell Comarcal,9.65,1,1.97,0,19.6
170789,15,Girona,Cerdanya,Puigcerdà,Ger,429,213,179,11,4,No,1,el Consell Comarcal,9.65,1,1.97,0,19.6
170242,15,Girona,Cerdanya,Puigcerdà,Bolvir,383,200,160,10,4,No,1,el Consell Comarcal,9.65,1,1.97,0,19.6
170849,15,Girona,Cerdanya,Puigcerdà,Isòvol,278,159,105,6,2,No,1,el Consell Comarcal,9.65,1,1.97,0,19.6
170617,15,Girona,Cerdanya,Puigcerdà,Das,227,122,78,5,2,No,1,el Consell Comarcal,9.65,0,1.97,0,19.6
172060,15,Girona,Cerdanya,Puigcerdà,Urús,178,84,86,5,2,No,1,el Consell Comarcal,9.65,1,1.97,0,19.6
170998,15,Girona,Cerdanya,Puigcerdà,Meranges,98,58,35,2,1,No,1,el Consell Comarcal,9.65,0,1.97,0,19.6
82981,24,Barcelona,Osona,Vic,Vic,45040,22626,18644,1137,429,Vic,1,l'Ajuntament i el Consell Comarcal (compartit),9.55,109,7.36,84,48.1
81120,24,Barcelona,Osona,Vic,Manlleu,20194,10068,8403,513,193,Manlleu,1,l'Ajuntament,9.55,49,7.36,38,48.1
82858,24,Barcelona,Osona,Vic,Torelló,14172,7021,6042,369,139,No,1,el Consell Comarcal,9.55,35,7.36,27,48.1
82830,24,Barcelona,Osona,Vic,Tona,8131,4024,3455,211,79,No,1,el Consell Comarcal,9.55,20,7.36,16,48.1
80673,24,Barcelona,Osona,Vic,Centelles,7423,3643,3189,195,73,No,1,el Consell Comarcal,9.55,19,7.36,14,48.1
82785,24,Barcelona,Osona,Vic,Taradell,6412,3188,2731,167,63,No,1,el Consell Comarcal,9.55,16,7.36,12,48.1
81831,24,Barcelona,Osona,Vic,Roda de Ter,6197,3039,2659,162,61,No,1,el Consell Comarcal,9.55,15,7.36,12,48.1
80174,24,Barcelona,Osona,Vic,Balenyà,3783,1907,1584,97,36,No,1,el Consell Comarcal,9.55,9,7.36,7,48.1
82153,24,Barcelona,Osona,Vic,Sant Hipòlit de Voltregà,3475,1721,1507,92,35,No,1,el Consell Comarcal,9.55,9,7.36,7,48.1
82690,24,Barcelona,Osona,Vic,Seva,3472,1746,1462,89,34,No,1,el Consell Comarcal,9.55,9,7.36,7,48.1
81173,24,Barcelona,Osona,Vic,les Masies de Voltregà,3124,1543,1354,83,31,No,1,el Consell Comarcal,9.55,8,7.36,6,48.1
82205,24,Barcelona,Osona,Vic,Sant Julià de Vilatorta,3096,1529,1305,80,30,No,1,el Consell Comarcal,9.55,8,7.36,6,48.1
81000,24,Barcelona,Osona,Vic,Gurb,2654,1360,1090,66,25,No,1,el Consell Comarcal,9.55,6,7.36,5,48.1
81712,24,Barcelona,Osona,Vic,Prats de Lluçanès,2537,1273,1113,68,26,No,1,el Consell Comarcal,9.55,6,7.36,5,48.1
80370,24,Barcelona,Osona,Vic,Calldetenes,2497,1265,1033,63,24,No,1,el Consell Comarcal,9.55,6,7.36,5,48.1
82331,24,Barcelona,Osona,Vic,Sant Pere de Torelló,2419,1251,1016,62,23,No,1,el Consell Comarcal,9.55,6,7.36,5,48.1
80832,24,Barcelona,Osona,Vic,Folgueroles,2276,1156,899,55,21,No,1,el Consell Comarcal,9.55,5,7.36,4,48.1
82460,24,Barcelona,Osona,Vic,Santa Eugènia de Berga,2226,1130,945,58,22,No,1,el Consell Comarcal,9.55,6,7.36,4,48.1
82541,24,Barcelona,Osona,Vic,l'Esquirol,2141,1083,932,57,21,No,1,el Consell Comarcal,9.55,5,7.36,4,48.1
82378,24,Barcelona,Osona,Vic,Sant Quirze de Besora,2107,1027,937,57,22,No,1,el Consell Comarcal,9.55,5,7.36,4,48.1
82652,24,Barcelona,Osona,Vic,Sant Vicenç de Torelló,2014,993,875,53,20,No,1,el Consell Comarcal,9.55,5,7.36,4,48.1
82476,24,Barcelona,Osona,Vic,Santa Eulàlia de Riuprimer,1309,670,507,31,12,No,1,el Consell Comarcal,9.55,3,7.36,2,48.1
81496,24,Barcelona,Osona,Vic,Olost,1188,587,533,33,12,No,1,el Consell Comarcal,9.55,3,7.36,2,48.1
82248,24,Barcelona,Osona,Vic,Sant Martí de Centelles,1131,590,459,28,11,No,1,el Consell Comarcal,9.55,3,7.36,2,48.1
81311,24,Barcelona,Osona,Vic,Montesquiu,968,492,407,25,9,No,1,el Consell Comarcal,9.55,2,7.36,2,48.1
81995,24,Barcelona,Osona,Vic,Sant Bartomeu del Grau,840,446,347,21,8,No,1,el Consell Comarcal,9.55,2,7.36,2,48.1
81167,24,Barcelona,Osona,Vic,les Masies de Roda,704,354,304,19,7,No,1,el Consell Comarcal,9.55,2,7.36,1,48.1
81290,24,Barcelona,Osona,Vic,Muntanyola,620,316,242,15,6,No,1,el Consell Comarcal,9.55,1,7.36,1,48.1
81516,24,Barcelona,Osona,Vic,Oristà,537,268,240,15,6,No,1,el Consell Comarcal,9.55,1,7.36,1,48.1
82016,24,Barcelona,Osona,Vic,Sant Boi de Lluçanès,532,260,237,14,5,No,1,el Consell Comarcal,9.55,1,7.36,1,48.1
81607,24,Barcelona,Osona,Vic,Perafita,412,210,178,11,4,No,1,el Consell Comarcal,9.55,1,7.36,1,48.1
82750,24,Barcelona,Osona,Vic,Tavèrnoles,320,159,136,8,3,No,1,el Consell Comarcal,9.55,1,7.36,1,48.1
81509,24,Barcelona,Osona,Vic,Orís,310,156,131,8,3,No,1,el Consell Comarcal,9.55,1,7.36,1,48.1
83036,24,Barcelona,Osona,Vic,Vilanova de Sau,308,143,150,9,3,No,1,el Consell Comarcal,9.55,1,7.36,1,48.1
89019,24,Barcelona,Osona,Vic,Rupit i Pruit,279,139,125,8,3,No,1,el Consell Comarcal,9.55,1,7.36,1,48.1
81094,24,Barcelona,Osona,Vic,Lluçà,276,135,114,7,3,No,1,el Consell Comarcal,9.55,1,7.36,1,48.1
80044,24,Barcelona,Osona,Vic,Alpens,273,146,109,7,3,No,1,el Consell Comarcal,9.55,1,7.36,0,48.1
81115,24,Barcelona,Osona,Vic,Malla,271,140,113,7,3,No,1,el Consell Comarcal,9.55,1,7.36,1,48.1
80266,24,Barcelona,Osona,Vic,el Brull,257,142,94,6,2,No,1,el Consell Comarcal,9.55,1,7.36,0,48.1
82726,24,Barcelona,Osona,Vic,Sora,205,115,78,5,2,No,1,el Consell Comarcal,9.55,0,7.36,0,48.1
82439,24,Barcelona,Osona,Vic,Santa Cecília de Voltregà,187,96,78,5,2,No,1,el Consell Comarcal,9.55,0,7.36,0,48.1
82536,24,Barcelona,Osona,Vic,Santa Maria de Besora,143,72,63,4,1,No,1,el Consell Comarcal,9.55,0,7.36,0,48.1
82251,24,Barcelona,Osona,Vic,Sant Martí d'Albars,113,56,47,3,1,No,1,el Consell Comarcal,9.55,0,7.36,0,48.1
82802,24,Barcelona,Osona,Vic,Tavertet,111,58,48,3,1,No,1,el Consell Comarcal,9.55,0,7.36,0,48.1
81957,24,Barcelona,Osona,Vic,Sant Agustí de Lluçanès,87,44,37,2,1,No,1,el Consell Comarcal,9.55,0,7.36,0,48.1
82711,24,Barcelona,Osona,Vic,Sobremunt,79,34,40,2,1,No,1,el Consell Comarcal,9.55,0,7.36,0,48.1
82418,24,Barcelona,Osona,Vic,Sant Sadurní d'Osormort,79,46,31,2,1,No,1,el Consell Comarcal,9.55,0,7.36,0,48.1
80556,42,Barcelona,Moianès,Vic,Castellcir,728,377,283,17,7,No,0,,9.55,2,0.3,0,2.2
80706,42,Barcelona,Moianès,Vic,Collsuspina,339,173,133,8,3,No,0,,9.55,1,0.3,0,2.2
430555,29,Tarragona,Priorat,Falset,Falset,2807,1405,1186,72,27,Falset,1,el Consell Comarcal,9.1,7,11.41,8,96.4
430496,29,Tarragona,Priorat,Falset,Cornudella de Montsant,964,510,393,24,9,No,1,el Consell Comarcal,9.1,2,11.41,3,96.4
430764,29,Tarragona,Priorat,Falset,Marçà,599,320,246,15,6,No,1,el Consell Comarcal,9.1,1,11.41,2,96.4
430825,29,Tarragona,Priorat,Falset,el Masroig,498,275,196,12,5,No,1,el Consell Comarcal,9.1,1,11.41,1,96.4
431140,29,Tarragona,Priorat,Falset,Porrera,441,232,187,11,4,No,1,el Consell Comarcal,9.1,1,11.41,1,96.4
